"Occupation Title","SOC Code","Employment 2016 (thousands)","Employment 2026 (thousands)","Employment change, 2016-2026 (thousands)","Employment change, 2016-2026 (percent)","Occupational openings, 2016-2026 annual average (thousands)","2017 median annual wage","Typical entry-level education","Education Code","Work experience in a related occupation","Workex Code","Typical on-the-job training","trCode"
"Residential advisors    * Dormitory Counselor* House Parent* Residence Director* Residence Life Coordinator* Residential Advisor* Residential Director* Residential Life Director* Sorority Mother","=""39-9041""","118.8","134.1","15.3","12.9","22.5","26,830","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
"Respiratory therapists    * CRT* Certified Respiratory Therapist* Inhalation Therapist* Oxygen Therapist* RRT* Registered Respiratory Therapist* Respiratory Therapist","=""29-1126""","130.2","160.6","30.5","23.4","9.8","59,710","Associate's degree","4","None","4","None","6"
"Respiratory therapy technicians    * CRTT* Certified Respiratory Therapy Technician* Oxygen Therapy Technician* Respiratory Therapy Technician","=""29-2054""","10.8","4.7","-6.1","-56.3","0.0","50,350","Associate's degree","4","None","4","None","6"
"Retail salespersons    * Automotive Salesperson* Department Store Salesperson* Menswear Salesperson* New Car Salesperson* Pet Supplies Salesperson* Pets Salesperson* Shoe Salesperson* Used Car Salesperson* Women's Apparel Salesperson","=""41-2031""","4,602.5","4,682.1","79.7","1.7","670.3","23,210","No formal educational credential","8","None","4","Short-term on-the-job training","5"
"Riggers    * Acrobatic Rigger* Boat Rigger* Crane Rigger* Fly Rail Operator* Gantry Rigger* High Rigger* Marine Rigger* Parachute Rigger* Ship Rigger* Theatrical Rigger* Wire Rigger* Yacht Rigger* Yard Rigger","=""49-9096""","20.9","22.9","2.1","9.8","2.3","48,580","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Rock splitters, quarry    * Quarry Plug and Feather Driller* Sandstone Splitter","=""47-5051""","3.7","3.5","-0.2","-6.3","0.4","34,350","No formal educational credential","8","None","4","Short-term on-the-job training","5"
"Rolling machine setters, operators, and tenders, metal and plastic    * Brass Roller* Forming Roll Operator* Metal Sheet Roller Operator* Pipe Straightener* Plastic Straightening Roll Operator* Steel Roller","=""51-4023""","29.0","25.3","-3.7","-12.9","2.3","37,860","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Roof bolters, mining    * Roof Bolter Operator* Roof Bolting Coal Miner* Underground Bolting Machine Operator* Underground Roof Bolter","=""47-5061""","3.7","3.5","-0.2","-5.2","0.4","58,450","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Roofers    * Composition Roofer* Hot Tar Roofer* Industrial Roofer* Metal Roofing Mechanic* Residential Roofer* Roofer* Sheet Metal Roofer* Shingles Roofer* Slate Roofer* Terra Cotta Roofer","=""47-2181""","146.2","162.4","16.2","11.1","16.5","38,970","No formal educational credential","8","None","4","Moderate-term on-the-job training","4"
"Rotary drill operators, oil and gas    * Drilling Rig Operator* Natural Gas Shothole Driller* Oil Driller* Oil Rig Driller* Oil Well Cable Tool Driller* Oil Well Cable Tool Operator* Oil Well Driller* Prospecting Driller","=""47-5012""","16.7","20.8","4.0","24.2","2.6","53,980","No formal educational credential","8","None","4","Moderate-term on-the-job training","4"
"Roustabouts, oil and gas    * Oil Field Roustabout* Oil Rig Roughneck* Roustabout* Roustabout Pusher","=""47-5071""","50.0","62.4","12.4","24.8","8.0","36,960","No formal educational credential","8","None","4","Moderate-term on-the-job training","4"
"Sailors and marine oilers    * Able Seaman* Deck Cadet* Deck Hand* Deckhand* Merchant Mariner* Merchant Seaman* Ordinary Seaman* Sailor* Vessel Ordinary Seaman","=""53-5011""","33.8","36.4","2.6","7.6","4.4","40,730","No formal educational credential","8","None","4","Moderate-term on-the-job training","4"
"Sales and related workers, all other    * Auctioneer* Blood Donor Recruiter* Leaflet Distributor* Livestock Auctioneer* Personal Shopper* Store Gift Wrap Associate","=""41-9099""","95.9","106.1","10.2","10.6","14.1","33,890","High school diploma or equivalent","7","None","4","None","6"
"Sales engineers    * Aerospace Products Sales Engineer* Missile Navigation Systems Sales Engineer* Nuclear Equipment Sales Engineer","=""41-9031""","74.9","80.1","5.2","6.9","8.3","98,720","Bachelor's degree","3","None","4","Moderate-term on-the-job training","4"
"Sales managers    * District Sales Manager* E-Commerce Director* Export Manager* Regional Sales Manager* Sales Account Manager* Sales Director* Territory Sales Manager","=""11-2022""","385.5","414.4","28.9","7.5","36.3","121,060","Bachelor's degree","3","Less than 5 years","2","None","6"
"Sales representatives, services, all other    * Automobile Club Membership Sales Agent* Bookkeeping Service Sales Agent* Business Services Sales Representative* Membership Solicitor* Pest Control Service Sales Agent","=""41-3099""","983.0","1,077.9","94.9","9.7","131.0","52,510","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Sales representatives, wholesale and manufacturing, except technical and scientific products    * Bottling Equipment Sales Representative* Freight Broker* Hotel Supplies Salesperson* Mortician Supplies Sales Representative* Pulpwood Dealer* Wholesale Diamond Broker","=""41-4012""","1,469.9","1,546.3","76.4","5.2","158.4","56,970","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Sales representatives, wholesale and manufacturing, technical and scientific products    * Chemical Sales Representative* Electroplating Sales Representative* Engineering Supplies Sales* Pharmaceutical Detailer* Pharmaceutical Sales Representative* Pharmaceutical Salesperson* Surgical Instruments Sales Representative* Wholesale Ultrasonic Equipment Salesperson","=""41-4011""","343.6","361.3","17.6","5.1","37.0","78,830","Bachelor's degree","3","None","4","Moderate-term on-the-job training","4"
"Sawing machine setters, operators, and tenders, wood    * Backup Sawyer* Band Scroll Saw Operator* Bandmill Operator* Buzzsaw Operator* Chop Saw Operator* Circle Saw Operator* Curve Saw Operator* Cut Off Saw Operator* Hardwood Sawyer* Headrig Sawyer* Panel Saw Operator* Rip Saw Operator* Stave Saw Operator* Trim Saw Operator","=""51-7041""","54.8","54.6","-0.2","-0.3","6.2","29,080","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Secondary school teachers, except special and career/technical education    * High School Biology Teacher* High School English Teacher* High School French Teacher* High School History Teacher* High School Math Teacher* High School Music Director* High School Teacher","=""25-2031""","1,018.7","1,095.5","76.8","7.5","79.5","59,170","Bachelor's degree","3","None","4","None","6"
"Secretaries and administrative assistants, except legal, medical, and executive    * Alumni Secretary* Department Secretary* Office Secretary* Personal Secretary* Real Estate Administrative Assistant* School Attendance Secretary* School Secretary","=""43-6014""","2,536.2","2,371.3","-164.9","-6.5","244.3","35,590","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
"Securities, commodities, and financial services sales agents    * Commodities Broker* Commodity Trader* Equity Trader* Investment Banker* Municipal Bond Trader* Mutual Fund Sales Agent* Securities Trader* Stock Broker* Stock Trader","=""41-3031""","375.7","398.9","23.3","6.2","38.0","63,780","Bachelor's degree","3","None","4","Moderate-term on-the-job training","4"
"Security and fire alarm systems installers    * Alarm Adjuster* Alarm Technician* Burglar Alarm Installer* Fire Alarm Installer* Fire Alarm Technician* Home Security Alarm Installer","=""49-2098""","72.3","82.6","10.4","14.4","9.4","45,670","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Security guards    * Armed Guard* Bank Guard* Bodyguard* Bouncer* Private Watchman* Security Officer","=""33-9032""","1,123.3","1,193.9","70.6","6.3","157.5","26,900","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
"Segmental pavers    * Concrete Pavement Installer* Paver Installer* Paving Stone Installer* Segmental Paver Installer* Segmental Wall Installer","=""47-4091""","2.1","2.4","0.3","12.0","0.3","N/A","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Self-enrichment education teachers    * Ballet Teacher* CPR Instructor* Ceramics Instructor* Citizenship Teacher* Dance Teacher* Defensive Driving Instructor* Driver Education Instructor* Driving Instructor* First Aid Instructor* Horseback Riding Instructor* Judo Instructor* Karate Instructor* Knitting Teacher* Martial Arts Instructor* Sailing Instructor* Skiing Instructor* Snowboard Instructor* Theater Education Teacher","=""25-3021""","354.2","411.6","57.4","16.2","47.0","38,440","High school diploma or equivalent","7","Less than 5 years","2","None","6"
"Semiconductor processors    * Electronic Semiconductor Processor* Semiconductor Assembler* Wafer Fabricator","=""51-9141""","25.5","24.1","-1.4","-5.6","2.6","36,580","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders    * Brewmaster* Fermentation Operator* Fermenter* Linseed Oil Temperer* Milk Pasteurizer* Milk Processor* Molasses Preparer* Pasteurizer* Winemaker","=""51-9012""","47.2","47.3","0.1","0.1","5.0","39,040","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Septic tank servicers and sewer pipe cleaners    * Electric Sewer Cleaning Machine Operator* Septic Pump Truck Driver* Septic Tank Cleaner* Sewage Screen Operator* Sewer Cleaner* Sewer Pipe Cleaner* Sewer and Drain Technician","=""47-4071""","28.5","33.4","4.9","17.2","4.3","37,950","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Service unit operators, oil, gas, and mining    * Oil Well Fishing-Tool Technician* Well Service Pump Equipment Operator* Well Service Rig Operator* Well Services Operator* Well Servicing Rig Operator","=""47-5013""","41.4","51.1","9.7","23.4","6.4","48,290","No formal educational credential","8","None","4","Moderate-term on-the-job training","4"
"Set and exhibit designers    * Scenic Designer* Set Decorator* Set Designer* Stage Scenery Designer* Theater Set Production Designer","=""27-1027""","14.6","16.1","1.5","10.3","1.6","53,090","Bachelor's degree","3","None","4","None","6"
"Sewers, hand    * Hand Quilter* Hand Sewer* Hand Stitcher* Hand Weaver","=""51-6051""","13.5","11.6","-1.8","-13.7","1.4","26,230","No formal educational credential","8","None","4","Moderate-term on-the-job training","4"
"Sewing machine operators    * Blind Stitch Machine Operator* Button Sewing Machine Operator* Carpet Sewing Machine Operator* Custom T-Shirt Embroidery Machine Operator* Embroidery Machine Operator* Hemming and Tacking Machine Operator* Ultrasonic Seaming Machine Operator","=""51-6031""","153.9","128.2","-25.7","-16.7","12.3","24,320","No formal educational credential","8","None","4","Short-term on-the-job training","5"
"Shampooers    * Scalp Treatment Specialist* Shampoo Assistant* Shampoo Technician* Shampooer","=""39-5093""","21.2","24.1","2.8","13.4","2.8","20,320","No formal educational credential","8","None","4","Short-term on-the-job training","5"
"Sheet metal workers    * Air Conditioning Sheet Metal Installer* Heating, Ventilation, and Air Conditioning  (HVAC) Sheet Metal Installer* Sheet Metal Duct Installer* Sheet Metal Fabricator* Sheet Metal Former* Sheet Metal Installer* Sheet Metal Layout Mechanic* Sheet Metal Layout Worker* Sheet Metal Worker* Tinsmith","=""47-2211""","138.9","150.9","12.0","8.7","16.2","47,990","High school diploma or equivalent","7","None","4","Apprenticeship","2"
"Ship engineers    * Barge Engineer* Ferry Engineer* Towboat Engineer* Tug Boat Engineer* Tugboat Engineer","=""53-5031""","10.1","10.8","0.7","6.5","1.3","73,110","Postsecondary nondegree award","5","Less than 5 years","2","None","6"
"Shipping, receiving, and traffic clerks    * Freight Clerk* Incoming Freight Clerk* Receiving Clerk* Reconsignment Clerk* Route Delivery Clerk* Shipping Order Clerk* Shipping and Receiving Clerk* Store Receiving Clerk","=""43-5071""","681.4","681.5","0.1","0.0","67.2","31,810","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
"Shoe and leather workers and repairers    * Cobbler* Leather Lacer* Leather Worker* Luggage Repairer* Saddle Maker* Saddle and Harness Maker* Shoe Maker* Shoemaker","=""51-6041""","11.0","9.7","-1.3","-11.7","0.8","25,610","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Shoe machine operators and tenders    * Arch Cushion Press Operator* Insole Beveler* Lacing Operator* Lasting Machine Operator* Pump Stitcher* Rasper Machine Operator* Shoe Cementer* Shoe Sewing Machine Operator and Tender* Sole Trimmer","=""51-6042""","3.6","3.3","-0.3","-9.5","0.4","27,420","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
"Signal and track switch repairers    * Electric Track Switch Maintainer* Light Rail Signal Technician* Rail Signal Mechanic* Railway Signal Technician* Third Rail Installer* Train Control Electronic Technician* Train Control Technician","=""49-9097""","10.0","10.2","0.1","1.3","1.0","68,400","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Skincare specialists    * Electrolysis Needle Operator* Electrolysis Operator* Electrolysist* Esthetician* Facialist* Licensed Esthetician* Medical Esthetician* Skin Care Technician","=""39-5094""","61.3","69.7","8.5","13.8","8.1","30,080","Postsecondary nondegree award","5","None","4","None","6"
"Slaughterers and meat packers    * Beef Splitter* Cattle Killer* Halal Meat Packer* Hog Slaughterer* Meat Packer* Meat Processor* Poultry Slaughterer* Shochet* Slaughterer","=""51-3023""","82.5","83.0","0.5","0.6","10.1","27,530","No formal educational credential","8","None","4","Short-term on-the-job training","5"
"Slot supervisors    * Casino Slot Supervisor* Electronic Gaming Device Supervisor* Slot Floor Supervisor* Slot Host* Slot Key Person* Slot Shift Manager","=""39-1012""","12.1","12.6","0.6","4.6","2.0","N/A","High school diploma or equivalent","7","Less than 5 years","2","None","6"
"Social and community service managers    * Child Welfare Director* Community Service Director* Community Service Organization Director* Family Service Center Director* Neighborhood Service Center Director* Social Service Director* Social Services Director* Youth Program Director","=""11-9151""","147.3","173.8","26.5","18.0","16.3","64,100","Bachelor's degree","3","Less than 5 years","2","None","6"
"Social and human service assistants    * Addictions Counselor Assistant* Case Work Aide* Clinical Social Work Aide* Family Service Assistant* Human Services Worker* Social Work Assistant","=""21-1093""","389.8","453.6","63.9","16.4","55.4","33,120","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
"Social science research assistants    * City Planning Aide* Economic Research Assistant* Economist Research Assistant* Historian Research Assistant* Political Science Research Assistant* Psychologist Research Assistant* Sociology Research Assistant","=""19-4061""","34.0","35.5","1.5","4.3","4.1","46,000","Bachelor's degree","3","None","4","None","6"
"Social sciences teachers, postsecondary, all other    * Social Science Professor* Survey Research Professor* Urban Planning Professor","=""25-1069""","15.3","16.8","1.5","10.0","1.3","64,480","Doctoral or professional degree","1","None","4","None","6"
"Social scientists and related workers, all other    * Behavioral Scientist* Demographer* Ethnologist* Etymologist* Linguist* Philologist* Social Scientist","=""19-3099""","42.1","44.9","2.7","6.5","4.2","79,370","Bachelor's degree","3","None","4","None","6"
"Social work teachers, postsecondary    * Family Welfare Social Work Professor* Geriatric Social Work Professor* Health Social Work Professor* Social Work Professor","=""25-1113""","14.9","16.3","1.5","9.9","1.3","64,370","Doctoral or professional degree","1","None","4","None","6"
"Social workers, all other    * Criminal Justice Social Worker* Forensic Social Worker* Sexual Assault Social Worker","=""21-1029""","64.0","69.3","5.3","8.3","7.2","61,980","Bachelor's degree","3","None","4","None","6"
"Sociologists    * Criminologist* Family Sociologist* Penologist* Rural Sociologist* Sociologist* Urban Sociologist","=""19-3041""","3.5","3.5","0.0","1.3","0.3","79,650","Master's degree","2","None","4","None","6"
"Sociology teachers, postsecondary    * Comparative Sociology Professor* Race Relations Professor* Social Organization Professor","=""25-1067""","17.9","19.6","1.8","9.8","1.6","73,080","Doctoral or professional degree","1","None","4","None","6"
"Software developers, applications    * Application Integration Engineer* Applications Developer* Computer Applications Developer* Computer Applications Engineer* Database Developer* Software Applications Architect* Software Applications Designer* Software Applications Engineer","=""15-1132""","831.3","1,086.6","255.4","30.7","85.7","101,790","Bachelor's degree","3","None","4","None","6"
"Software developers, systems software    * Computer Systems Software Architect* Computer Systems Software Engineer* Embedded Systems Software Developer* Enterprise Systems Engineer* Software Systems Engineer* Systems Software Designer* Systems Software Specialist","=""15-1133""","425.0","472.1","47.1","11.1","32.9","107,600","Bachelor's degree","3","None","4","None","6"
"Soil and plant scientists    * Agriculturist* Agronomist* Arboreal Scientist* Crop Nutrition Scientist* Floriculturist* Horticulturist* Plant Physiologist* Plant Scientist* Pomologist* Soil Fertility Extension Specialist* Soil Scientist* Viticulturist","=""19-1013""","19.9","21.7","1.8","8.8","2.2","62,430","Bachelor's degree","3","None","4","None","6"
"Solar photovoltaic installers    * PV Installer* PV Panel Installer* Photovoltaic (PV) Installation Technician* Solar PV Installer","=""47-2231""","11.3","23.1","11.8","104.9","3.0","39,490","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Sound engineering technicians    * Audio Recording Engineer* Disc Recordist* Dub Room Engineer* Film Sound Engineer* Play Back Operator* Public Address Technician* Recording Engineer* Sound Assistant* Sound Cutter* Sound Designer* Sound Editor* Sound Effects Technician* Sound Engineering Technician","=""27-4014""","17.0","18.1","1.1","6.3","1.7","55,810","Postsecondary nondegree award","5","None","4","Short-term on-the-job training","5"
"Special education teachers, all other    * Autism Tutor* Special Education Teacher for Adults with Disabilities","=""25-2059""","41.3","45.4","4.1","9.8","3.4","54,800","Bachelor's degree","3","None","4","None","6"
"Special education teachers, kindergarten and elementary school    * SED Elementary School Teacher* Severe Emotional Disorders Elementary School Teacher* Special Education Kindergarten Teacher","=""25-2052""","188.9","202.8","13.9","7.4","15.0","58,600","Bachelor's degree","3","None","4","None","6"
"Special education teachers, middle school    * Middle School Special Education Teacher* Middle School Teacher for Students with Moderate Intellectual Disabilities* SED Middle School Teacher* Severe Emotional Disorders Middle School Teacher","=""25-2053""","89.3","95.7","6.3","7.1","7.1","59,510","Bachelor's degree","3","None","4","None","6"
"Special education teachers, preschool    * Early Childhood Special Education Teacher* Early Childhood Special Educator* Pre-K Special Education Teacher* Pre-Kindergarten Special Education Teacher* Special Education Preschool Teacher","=""25-2051""","29.2","32.5","3.3","11.2","2.5","53,640","Bachelor's degree","3","None","4","None","6"
"Special education teachers, secondary school    * High School Learning Support Teacher* High School Special Education Teacher* SED High School Teacher* Secondary School Special Ed Teacher* Severe Emotional Disorders High School Teacher","=""25-2054""","131.9","141.6","9.7","7.4","10.5","60,180","Bachelor's degree","3","None","4","None","6"
"Speech-language pathologists    * Language Pathologist* Public School Speech Clinician* Public School Speech Therapist* Speech Clinician* Speech Pathologist* Speech Therapist* Speech and Language Specialist","=""29-1127""","145.1","171.0","25.9","17.8","10.4","76,610","Master's degree","2","None","4","Internship/residency","1"
"Stationary engineers and boiler operators    * Boiler Engineer* Boiler Operator???* Boiler Plant Operator* Boiler Room Operator* Heating, Ventilation, and Air Conditioning (HVAC) Mechanic Boiler Operator* High Pressure Boiler Operator","=""51-8021""","35.7","37.5","1.7","4.8","3.9","59,890","High school diploma or equivalent","7","None","4","Long-term on-the-job training","3"
"Statistical assistants    * Actuarial Assistant* Actuary Clerk* Data Analysis Assistant* Statistical Clerk* Tariff Compiling Clerk","=""43-9111""","11.8","12.9","1.1","9.2","1.6","47,400","Bachelor's degree","3","None","4","None","6"
"Statisticians    * Analytical Statistician* Applied Statistician* Biometrician* Biostatistician* Environmental Statistician* Mathematical Statistician* Research Biostatistician* Sampling Expert* Statistical Analyst* Statistical Reporting Analyst* Statistician* Survey Statistician* Time Study Statistician","=""15-2041""","37.2","49.8","12.6","33.8","4.4","84,060","Master's degree","2","None","4","None","6"
"Stock clerks and order fillers    * Grocery Stocker* Inventory Control Clerk* Inventory Taker* Night Stocker* Retail Stocker* Stockroom Attendant* Stockroom Clerk* Store Stocker* Supply Clerk* Supply Room Clerk* Tool Crib Attendant* Warehouse Clerk* Warehouse Stocker","=""43-5081""","2,008.6","2,109.6","100.9","5.0","269.2","24,470","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
"Stonemasons    * Banker Mason* Curbstone Setter* Granite Setter* Memorial Mason* Monument Mason* Rock Mason* Stone Chimney Mason* Stone Layer* Stonemason","=""47-2022""","18.9","20.7","1.8","9.5","1.8","38,940","High school diploma or equivalent","7","None","4","Apprenticeship","2"
"Structural iron and steel workers    * Bridge Ironworker* Construction Ironworker* Iron Guardrail Installer* Metal Tank Erector* Ornamental Ironworker* Pre-Engineered Metal Building Ironworker* Precast Concrete Ironworker* Steel Fabricator* Steel Fitter* Structural Steel Erector* Wind Turbine Erector","=""47-2221""","70.2","79.2","9.0","12.8","8.7","52,610","High school diploma or equivalent","7","None","4","Apprenticeship","2"
"Structural metal fabricators and fitters    * Mill Beam Fitter* Protector Plate Attacher","=""51-2041""","77.0","65.2","-11.8","-15.3","6.5","38,450","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Substance abuse and behavioral disorder counselors    * Addiction Counselor* Addiction Therapist* Alcohol and Drug Counselor* Certified Abuse and Drug Addiction Counselor* Certified Alcohol and Drug Counselor* Chemical Dependency Counselor* Drug Abuse Counselor* Drug Counselor* Substance Abuse Counselor","=""21-1011""","102.4","126.2","23.8","23.2","14.1","N/A","Bachelor's degree","3","None","4","None","6"
"Subway and streetcar operators    * Light Rail Operator* Light Rail Transit Operator* Light Rail Vehicle Operator* Rapid Transit Operator* Subway Conductor* Subway Train Operator* Tram Operator* Trolley Car Operator","=""53-4041""","12.8","13.4","0.5","4.1","1.3","66,420","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Surgeons    * Brain Surgeon* Cardiac Surgeon* Cardiovascular Surgeon* Colorectal Surgeon* Neurological Surgeon* Neurosurgeon* Orthopaedic Surgeon* Orthopedic Surgeon* Plastic Surgeon* Reconstructive Surgeon* Surgical Oncologist* Thoracic Surgeon* Vascular Surgeon","=""29-1067""","45.0","51.5","6.5","14.4","1.9",">=208,000","Doctoral or professional degree","1","None","4","Internship/residency","1"
"Surgical technologists    * Certified Surgical Technologist* OR Tech* Operating Room Technician* Surgical First Assistant* Surgical Scrub Technologist* Surgical Technologist","=""29-2055""","107.7","120.3","12.6","11.7","10.0","46,310","Postsecondary nondegree award","5","None","4","None","6"
"Survey researchers    * Pollster* Survey Methodologist* Survey Questionnaire Designer* Survey Researcher","=""19-3022""","14.6","14.9","0.4","2.5","1.4","54,270","Master's degree","2","None","4","None","6"
"Surveying and mapping technicians    * Cartographic Aide* Cartographic Technician* Field Map Technician* GIS Mapping Technician* Geophysical Prospecting Surveying Technician* Mapping Technician* Mineral Surveying Technician* Surveying Technician* Topography Technician","=""17-3031""","60.2","66.6","6.4","10.6","7.2","43,340","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Surveyors    * City Surveyor* County Surveyor* Geodetic Surveyor* Geophysical Prospecting Surveyor* Land Surveyor* Mine Surveyor* Mineral Surveyor* Registered Land Surveyor* Topographical Surveyor","=""17-1022""","44.8","49.8","5.0","11.2","3.8","61,140","Bachelor's degree","3","None","4","Internship/residency","1"
"Switchboard operators, including answering service    * PBX Operator* Private Branch Exchange Operator* Telephone Answering Service Operator* Telephone Switchboard Operator","=""43-2011""","93.2","74.7","-18.5","-19.9","9.0","28,700","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
"Tailors, dressmakers, and custom sewers    * Alterations Sewer* Alterations Tailor* Bridal Gown Fitter* Coat Cutter* Coat Maker* Couture Dressmaker* Dress Fitter* Fur Tailor* Garment Fitter* Suit Maker* Vest Maker","=""51-6052""","44.3","39.8","-4.5","-10.1","4.8","28,600","No formal educational credential","8","None","4","Moderate-term on-the-job training","4"
"Tank car, truck, and ship loaders    * Barge Loader* Bulk Tank Car Unloader* Dock Loader* Rail Car Loader* Rail Loader* Ship Unloader* Tank Car Loader* Tank Truck Loader","=""53-7121""","10.8","11.4","0.6","5.2","1.4","36,860","No formal educational credential","8","None","4","Short-term on-the-job training","5"
"Tapers    * Drywall Taper* Sheet Rock Taper* Wall Taper","=""47-2082""","23.7","23.8","0.1","0.3","2.1","51,620","No formal educational credential","8","None","4","Moderate-term on-the-job training","4"
"Tax examiners and collectors, and revenue agents    * City Collector* Customs Appraiser* Income Tax Adjuster* Internal Revenue Agent* Internal Revenue Service Agent* Revenue Collector* Revenue Enforcement Agent* Tax Compliance Officer* Tax Compliance Representative* Tax Examiner* Tax Investigator* Tax Revenue Officer","=""13-2081""","62.1","61.7","-0.4","-0.6","4.2","53,130","Bachelor's degree","3","None","4","Moderate-term on-the-job training","4"
"Tax preparers    * Corporate Tax Preparer* Income Tax Advisor* Income Tax Preparer* Licensed Tax Consultant* Tax Consultant* Tax Specialist","=""13-2082""","95.9","106.2","10.3","10.8","11.5","38,730","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Taxi drivers and chauffeurs    * Cab Driver* Courtesy Car Driver* Courtesy Van Driver* Funeral Car Driver* Hearse Driver* Limousine Driver* Livery Car Driver* Shuttle Bus Driver","=""53-3041""","305.1","320.3","15.1","5.0","32.7","24,880","No formal educational credential","8","None","4","Short-term on-the-job training","5"
"Teacher assistants    * Basic Skills Improvement Program Instructional Aide* Classroom Aide* Educational Assistant Teacher* Gifted and Talented Student Education Aide* Instructional Aide* Instructional Assistant* Learning Support Aide* Paraeducator* Public Health Training Assistant* Reading Aide* Special Education Aide* Special Education Classroom Aide* Special Education Instructional Assistant* Special Education Paraeducator* Special Education Paraprofessional* Special Education Teaching Assistant* Teacher Aide","=""25-9041""","1,308.1","1,417.6","109.5","8.4","147.9","26,260","Some college, no degree","6","None","4","None","6"
"Teachers and instructors, all other    * Substitute Teacher* Tutor","=""25-3099""","993.9","1,091.8","98.0","9.9","122.2","30,310","Bachelor's degree","3","None","4","None","6"
"Team assemblers    * Lead Team Assembler* Team Assembly Line Machine Operator* Team Automobile Assembler","=""51-2092""","1,130.9","985.9","-145.0","-12.8","107.4","N/A","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Technical writers    * Assembly Instructions Writer* Documentation Writer* Engineering Writer* Handbook Writer* Medical Writer* Specifications Writer* Technical Communicator* Technical Writer","=""27-3042""","52.4","58.1","5.7","11.0","5.7","70,930","Bachelor's degree","3","Less than 5 years","2","Short-term on-the-job training","5"
"Telecommunications equipment installers and repairers, except line installers    * Communications Equipment Installer* Fiber Optic Central Office Installer* Headend Technician* Private Branch Exchange (PBX ) Installer and Repairer* Switchboard Wirer* Telecommunications Switch Technician","=""49-2022""","237.6","219.4","-18.2","-7.6","21.9","53,380","Postsecondary nondegree award","5","None","4","Moderate-term on-the-job training","4"
"Telecommunications line installers and repairers    * Cable Television Installer* FIOS Line Installer* Fiber Optic Technician* Telecommunication Lines Repairer* Telecommunications Line Installer* Telephone Cable Splicer* Telephone Lines Repairer* Telephone Lineworker","=""49-9052""","106.1","107.7","1.6","1.5","10.7","55,060","High school diploma or equivalent","7","None","4","Long-term on-the-job training","3"
"Telemarketers    * Inbound Telemarketer* Outbound Telemarketer* Telemarketer* Telemarketing Sales Representative* Telephone Solicitor* Telesales Representative* Telesales Specialist","=""41-9041""","216.6","216.6","0.0","0.0","33.3","24,460","No formal educational credential","8","None","4","Short-term on-the-job training","5"
"Telephone operators    * 411 Directory Assistance Operator* Directory Assistance Operator* Information Operator* Local Telephone Operator* Long Distance Operator* Telephone Exchange Operator","=""43-2021""","9.1","7.0","-2.0","-22.6","0.9","36,320","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
"Tellers    * Bank Teller* Commercial Teller* Exchange Teller* Foreign Banknote Teller* Foreign Exchange Clerk* Loan Teller* Money Order Clerk* Receiving Teller* Savings Teller* Securities Teller","=""43-3071""","502.7","460.9","-41.8","-8.3","51.5","28,110","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
"Terrazzo workers and finishers    * Granite-Chip Terrazzo  Finisher* Marble-Chip Terrazzo Worker* Onyx-Chip Terrazzo Worker* Rustic Terrazzo Setter* Terrazzo Finisher* Terrazzo Grinder* Terrazzo Installer* Terrazzo Layer* Terrazzo Setter* Terrazzo Worker","=""47-2053""","3.6","4.0","0.4","12.3","0.4","40,590","High school diploma or equivalent","7","None","4","Apprenticeship","2"
